Ubat,accx1,accy1,accz1,Acc1_Temp,accx2,accy2,accz2,Acc2_Temp,Abs_Pressure,Vector_Temp,Pressure_I,Pressure_Kiel,Pressure_Lacet,Air_Temp_I,Air_Temp_KIEL,Air_Temp_Lacet,Time,latitude,longitude,altGPS,vitesseGPS,UTC_h,UTC_m,UTC_s,dateGPS,Probe,DP,IAS_raw,IAS,Rho,TAS,TAS_knots,Time_UTC_x,Time_UTC_y, Latitude, Longitude, Heading,Cyclops bureau,Unnamed: 5
3.94,3.830918,-7.729467,-4.373766,20.17,-4.223541,7.826525,-3.895756,19.2,1.012746,22.84,28.7417,-6.167,18.0667,24.39,23.92,22.85,3980,44.659012,-1.194564,51.5,0.0,15,58,32,9.2,,-5.882345622693154,3.0990046124635655,3.0838665100115334,1.1920997102812592,3.1261320847841096,6.076700591686744,2000-01-01 15:58:32,2024-10-10 15:58:32.667,44.65902523,-1.19451405,211.4,59.0,
3.94,3.830918,-7.729467,-4.373766,20.17,-4.223541,7.826525,-3.895756,19.2,1.012746,22.84,28.7417,-6.167,18.0667,24.39,23.92,22.85,3980,44.659012,-1.194564,51.5,0.0,15,58,32,9.2,,-5.882345622693154,3.0990046124635655,3.0838665100115334,1.1920997102812592,3.1261320847841096,6.076700591686744,2000-01-01 15:58:32,2024-10-10 15:58:32.767,44.65902523,-1.19451405,211.4,59.0,
3.94,3.830918,-7.729467,-4.373766,20.17,-4.223541,7.826525,-3.895756,19.2,1.012746,22.84,28.7417,-6.167,18.0667,24.39,23.92,22.85,3980,44.659012,-1.194564,51.5,0.0,15,58,32,9.2,,-5.882345622693154,3.0990046124635655,3.0838665100115334,1.1920997102812592,3.1261320847841096,6.076700591686744,2000-01-01 15:58:32,2024-10-10 15:58:32.867,44.65902523,-1.19451405,211.4,59.0,
3.94,3.830918,-7.729467,-4.373766,20.17,-4.223541,7.826525,-3.895756,19.2,1.012746,22.84,28.7417,-6.167,18.0667,24.39,23.92,22.85,3980,44.659012,-1.194564,51.5,0.0,15,58,32,9.2,,-5.882345622693154,3.0990046124635655,3.0838665100115334,1.1920997102812592,3.1261320847841096,6.076700591686744,2000-01-01 15:58:32,2024-10-10 15:58:32.967,44.65902523,-1.19451405,211.4,59.0,
3.93,6.455137,-7.942138,-0.234267,20.17,-6.356983,7.924282,-0.309031,19.2,1.012732,22.85,32.2583,-1.333,29.775,24.38,23.92,22.87,4481,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.2714893969974286,1.4407987563578517,1.4598389846697202,1.1920429578489862,1.4798818654305694,2.8766535652985583,2000-01-01 15:58:33,2024-10-10 15:58:33.067,44.65902523,-1.19451405,211.4,59.0,
3.93,6.455137,-7.942138,-0.234267,20.17,-6.356983,7.924282,-0.309031,19.2,1.012732,22.85,32.2583,-1.333,29.775,24.38,23.92,22.87,4481,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.2714893969974286,1.4407987563578517,1.4598389846697202,1.1920429578489862,1.4798818654305694,2.8766535652985583,2000-01-01 15:58:33,2024-10-10 15:58:33.167,44.65902523,-1.19451405,211.4,59.0,
3.93,6.455137,-7.942138,-0.234267,20.17,-6.356983,7.924282,-0.309031,19.2,1.012732,22.85,32.2583,-1.333,29.775,24.38,23.92,22.87,4481,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.2714893969974286,1.4407987563578517,1.4598389846697202,1.1920429578489862,1.4798818654305694,2.8766535652985583,2000-01-01 15:58:33,2024-10-10 15:58:33.267,44.65902445,-1.19450832,252.9,59.0,
3.93,6.455137,-7.942138,-0.234267,20.17,-6.356983,7.924282,-0.309031,19.2,1.012732,22.85,32.2583,-1.333,29.775,24.38,23.92,22.87,4481,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.2714893969974286,1.4407987563578517,1.4598389846697202,1.1920429578489862,1.4798818654305694,2.8766535652985583,2000-01-01 15:58:33,2024-10-10 15:58:33.367,44.65902445,-1.19450832,252.9,59.0,
3.93,6.455137,-7.942138,-0.234267,20.17,-6.356983,7.924282,-0.309031,19.2,1.012732,22.85,32.2583,-1.333,29.775,24.38,23.92,22.87,4481,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.2714893969974286,1.4407987563578517,1.4598389846697202,1.1920429578489862,1.4798818654305694,2.8766535652985583,2000-01-01 15:58:33,2024-10-10 15:58:33.467,44.65902445,-1.19450832,252.9,59.0,
3.93,6.455137,-7.942138,-0.234267,20.17,-6.356983,7.924282,-0.309031,19.2,1.012732,22.85,32.2583,-1.333,29.775,24.38,23.92,22.87,4481,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.2714893969974286,1.4407987563578517,1.4598389846697202,1.1920429578489862,1.4798818654305694,2.8766535652985583,2000-01-01 15:58:33,2024-10-10 15:58:33.567,44.65902445,-1.19450832,252.9,59.0,
3.93,6.455137,-7.942138,-0.234267,20.17,-6.356983,7.924282,-0.309031,19.2,1.012732,22.85,32.2583,-1.333,29.775,24.38,23.92,22.87,4481,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.2714893969974286,1.4407987563578517,1.4598389846697202,1.1920429578489862,1.4798818654305694,2.8766535652985583,2000-01-01 15:58:33,2024-10-10 15:58:33.667,44.65902445,-1.19450832,252.9,59.0,
3.93,6.455137,-7.942138,-0.234267,20.17,-6.356983,7.924282,-0.309031,19.2,1.012732,22.85,32.2583,-1.333,29.775,24.38,23.92,22.87,4481,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.2714893969974286,1.4407987563578517,1.4598389846697202,1.1920429578489862,1.4798818654305694,2.8766535652985583,2000-01-01 15:58:33,2024-10-10 15:58:33.767,44.65902445,-1.19450832,252.9,59.0,
3.93,6.455137,-7.942138,-0.234267,20.17,-6.356983,7.924282,-0.309031,19.2,1.012732,22.85,32.2583,-1.333,29.775,24.38,23.92,22.87,4481,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.2714893969974286,1.4407987563578517,1.4598389846697202,1.1920429578489862,1.4798818654305694,2.8766535652985583,2000-01-01 15:58:33,2024-10-10 15:58:33.867,44.65902445,-1.19450832,252.9,59.0,
3.93,6.455137,-7.942138,-0.234267,20.17,-6.356983,7.924282,-0.309031,19.2,1.012732,22.85,32.2583,-1.333,29.775,24.38,23.92,22.87,4481,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.2714893969974286,1.4407987563578517,1.4598389846697202,1.1920429578489862,1.4798818654305694,2.8766535652985583,2000-01-01 15:58:33,2024-10-10 15:58:33.967,44.65902445,-1.19450832,252.9,59.0,
3.93,6.765913,-7.760939,0.604546,20.17,-6.582771,7.842386,0.580755,19.2,1.012725,22.86,30.0583,-1.617,29.15,24.45,23.93,22.89,4987,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.5423950233281492,1.5868824645997324,1.6029739817791988,1.1919944483695653,1.6250151014312204,3.1587693547660636,2000-01-01 15:58:33,2024-10-10 15:58:33.067,44.65902523,-1.19451405,211.4,59.0,
3.93,6.765913,-7.760939,0.604546,20.17,-6.582771,7.842386,0.580755,19.2,1.012725,22.86,30.0583,-1.617,29.15,24.45,23.93,22.89,4987,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.5423950233281492,1.5868824645997324,1.6029739817791988,1.1919944483695653,1.6250151014312204,3.1587693547660636,2000-01-01 15:58:33,2024-10-10 15:58:33.167,44.65902523,-1.19451405,211.4,59.0,
3.93,6.765913,-7.760939,0.604546,20.17,-6.582771,7.842386,0.580755,19.2,1.012725,22.86,30.0583,-1.617,29.15,24.45,23.93,22.89,4987,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.5423950233281492,1.5868824645997324,1.6029739817791988,1.1919944483695653,1.6250151014312204,3.1587693547660636,2000-01-01 15:58:33,2024-10-10 15:58:33.267,44.65902445,-1.19450832,252.9,59.0,
3.93,6.765913,-7.760939,0.604546,20.17,-6.582771,7.842386,0.580755,19.2,1.012725,22.86,30.0583,-1.617,29.15,24.45,23.93,22.89,4987,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.5423950233281492,1.5868824645997324,1.6029739817791988,1.1919944483695653,1.6250151014312204,3.1587693547660636,2000-01-01 15:58:33,2024-10-10 15:58:33.367,44.65902445,-1.19450832,252.9,59.0,
3.93,6.765913,-7.760939,0.604546,20.17,-6.582771,7.842386,0.580755,19.2,1.012725,22.86,30.0583,-1.617,29.15,24.45,23.93,22.89,4987,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.5423950233281492,1.5868824645997324,1.6029739817791988,1.1919944483695653,1.6250151014312204,3.1587693547660636,2000-01-01 15:58:33,2024-10-10 15:58:33.467,44.65902445,-1.19450832,252.9,59.0,
3.93,6.765913,-7.760939,0.604546,20.17,-6.582771,7.842386,0.580755,19.2,1.012725,22.86,30.0583,-1.617,29.15,24.45,23.93,22.89,4987,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.5423950233281492,1.5868824645997324,1.6029739817791988,1.1919944483695653,1.6250151014312204,3.1587693547660636,2000-01-01 15:58:33,2024-10-10 15:58:33.567,44.65902445,-1.19450832,252.9,59.0,
3.93,6.765913,-7.760939,0.604546,20.17,-6.582771,7.842386,0.580755,19.2,1.012725,22.86,30.0583,-1.617,29.15,24.45,23.93,22.89,4987,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.5423950233281492,1.5868824645997324,1.6029739817791988,1.1919944483695653,1.6250151014312204,3.1587693547660636,2000-01-01 15:58:33,2024-10-10 15:58:33.667,44.65902445,-1.19450832,252.9,59.0,
3.93,6.765913,-7.760939,0.604546,20.17,-6.582771,7.842386,0.580755,19.2,1.012725,22.86,30.0583,-1.617,29.15,24.45,23.93,22.89,4987,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.5423950233281492,1.5868824645997324,1.6029739817791988,1.1919944483695653,1.6250151014312204,3.1587693547660636,2000-01-01 15:58:33,2024-10-10 15:58:33.767,44.65902445,-1.19450832,252.9,59.0,
3.93,6.765913,-7.760939,0.604546,20.17,-6.582771,7.842386,0.580755,19.2,1.012725,22.86,30.0583,-1.617,29.15,24.45,23.93,22.89,4987,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.5423950233281492,1.5868824645997324,1.6029739817791988,1.1919944483695653,1.6250151014312204,3.1587693547660636,2000-01-01 15:58:33,2024-10-10 15:58:33.867,44.65902445,-1.19450832,252.9,59.0,
3.93,6.765913,-7.760939,0.604546,20.17,-6.582771,7.842386,0.580755,19.2,1.012725,22.86,30.0583,-1.617,29.15,24.45,23.93,22.89,4987,44.658997,-1.194571,50.4,0.0,15,58,33,9.2,,-1.5423950233281492,1.5868824645997324,1.6029739817791988,1.1919944483695653,1.6250151014312204,3.1587693547660636,2000-01-01 15:58:33,2024-10-10 15:58:33.967,44.65902445,-1.19450832,252.9,59.0,
3.93,7.748818,-7.990568,-0.114565,20.17,-7.151207,7.999844,-0.037956,19.2,1.012703,22.87,44.4167,-7.733,12.05,24.44,23.98,22.92,5496,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-7.3763758969806545,3.470311612657861,3.4473076913196468,1.1919282875103876,3.4948056508980585,6.793343016441682,2000-01-01 15:58:34,2024-10-10 15:58:34.067,44.65902445,-1.19450832,252.9,59.0,
3.93,7.748818,-7.990568,-0.114565,20.17,-7.151207,7.999844,-0.037956,19.2,1.012703,22.87,44.4167,-7.733,12.05,24.44,23.98,22.92,5496,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-7.3763758969806545,3.470311612657861,3.4473076913196468,1.1919282875103876,3.4948056508980585,6.793343016441682,2000-01-01 15:58:34,2024-10-10 15:58:34.167,44.65902897,-1.19452184,280.1,59.0,
3.93,7.748818,-7.990568,-0.114565,20.17,-7.151207,7.999844,-0.037956,19.2,1.012703,22.87,44.4167,-7.733,12.05,24.44,23.98,22.92,5496,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-7.3763758969806545,3.470311612657861,3.4473076913196468,1.1919282875103876,3.4948056508980585,6.793343016441682,2000-01-01 15:58:34,2024-10-10 15:58:34.267,44.65902897,-1.19452184,280.1,77.0,
3.93,7.748818,-7.990568,-0.114565,20.17,-7.151207,7.999844,-0.037956,19.2,1.012703,22.87,44.4167,-7.733,12.05,24.44,23.98,22.92,5496,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-7.3763758969806545,3.470311612657861,3.4473076913196468,1.1919282875103876,3.4948056508980585,6.793343016441682,2000-01-01 15:58:34,2024-10-10 15:58:34.367,44.65902897,-1.19452184,280.1,77.0,
3.93,7.748818,-7.990568,-0.114565,20.17,-7.151207,7.999844,-0.037956,19.2,1.012703,22.87,44.4167,-7.733,12.05,24.44,23.98,22.92,5496,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-7.3763758969806545,3.470311612657861,3.4473076913196468,1.1919282875103876,3.4948056508980585,6.793343016441682,2000-01-01 15:58:34,2024-10-10 15:58:34.467,44.65902897,-1.19452184,280.1,77.0,
3.93,7.748818,-7.990568,-0.114565,20.17,-7.151207,7.999844,-0.037956,19.2,1.012703,22.87,44.4167,-7.733,12.05,24.44,23.98,22.92,5496,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-7.3763758969806545,3.470311612657861,3.4473076913196468,1.1919282875103876,3.4948056508980585,6.793343016441682,2000-01-01 15:58:34,2024-10-10 15:58:34.567,44.65902897,-1.19452184,280.1,77.0,
3.93,7.748818,-7.990568,-0.114565,20.17,-7.151207,7.999844,-0.037956,19.2,1.012703,22.87,44.4167,-7.733,12.05,24.44,23.98,22.92,5496,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-7.3763758969806545,3.470311612657861,3.4473076913196468,1.1919282875103876,3.4948056508980585,6.793343016441682,2000-01-01 15:58:34,2024-10-10 15:58:34.667,44.65902897,-1.19452184,280.1,77.0,
3.93,7.748818,-7.990568,-0.114565,20.17,-7.151207,7.999844,-0.037956,19.2,1.012703,22.87,44.4167,-7.733,12.05,24.44,23.98,22.92,5496,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-7.3763758969806545,3.470311612657861,3.4473076913196468,1.1919282875103876,3.4948056508980585,6.793343016441682,2000-01-01 15:58:34,2024-10-10 15:58:34.767,44.65902897,-1.19452184,280.1,77.0,
3.93,7.748818,-7.990568,-0.114565,20.17,-7.151207,7.999844,-0.037956,19.2,1.012703,22.87,44.4167,-7.733,12.05,24.44,23.98,22.92,5496,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-7.3763758969806545,3.470311612657861,3.4473076913196468,1.1919282875103876,3.4948056508980585,6.793343016441682,2000-01-01 15:58:34,2024-10-10 15:58:34.867,44.65902897,-1.19452184,280.1,77.0,
3.93,7.748818,-7.990568,-0.114565,20.17,-7.151207,7.999844,-0.037956,19.2,1.012703,22.87,44.4167,-7.733,12.05,24.44,23.98,22.92,5496,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-7.3763758969806545,3.470311612657861,3.4473076913196468,1.1919282875103876,3.4948056508980585,6.793343016441682,2000-01-01 15:58:34,2024-10-10 15:58:34.967,44.65902897,-1.19452184,280.1,77.0,
3.93,7.098537,-6.772398,2.523022,20.17,-6.897737,6.78023,2.514543,19.2,1.012667,22.88,35.2208,-1.233,33.9167,24.43,23.98,22.92,5999,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-1.176179336346499,1.3857462949743362,1.405894637951918,1.1918456539976523,1.425314851098678,2.7705840201596543,2000-01-01 15:58:34,2024-10-10 15:58:34.067,44.65902445,-1.19450832,252.9,59.0,
3.93,7.098537,-6.772398,2.523022,20.17,-6.897737,6.78023,2.514543,19.2,1.012667,22.88,35.2208,-1.233,33.9167,24.43,23.98,22.92,5999,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-1.176179336346499,1.3857462949743362,1.405894637951918,1.1918456539976523,1.425314851098678,2.7705840201596543,2000-01-01 15:58:34,2024-10-10 15:58:34.167,44.65902897,-1.19452184,280.1,59.0,
3.93,7.098537,-6.772398,2.523022,20.17,-6.897737,6.78023,2.514543,19.2,1.012667,22.88,35.2208,-1.233,33.9167,24.43,23.98,22.92,5999,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-1.176179336346499,1.3857462949743362,1.405894637951918,1.1918456539976523,1.425314851098678,2.7705840201596543,2000-01-01 15:58:34,2024-10-10 15:58:34.267,44.65902897,-1.19452184,280.1,77.0,
3.93,7.098537,-6.772398,2.523022,20.17,-6.897737,6.78023,2.514543,19.2,1.012667,22.88,35.2208,-1.233,33.9167,24.43,23.98,22.92,5999,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-1.176179336346499,1.3857462949743362,1.405894637951918,1.1918456539976523,1.425314851098678,2.7705840201596543,2000-01-01 15:58:34,2024-10-10 15:58:34.367,44.65902897,-1.19452184,280.1,77.0,
3.93,7.098537,-6.772398,2.523022,20.17,-6.897737,6.78023,2.514543,19.2,1.012667,22.88,35.2208,-1.233,33.9167,24.43,23.98,22.92,5999,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-1.176179336346499,1.3857462949743362,1.405894637951918,1.1918456539976523,1.425314851098678,2.7705840201596543,2000-01-01 15:58:34,2024-10-10 15:58:34.467,44.65902897,-1.19452184,280.1,77.0,
3.93,7.098537,-6.772398,2.523022,20.17,-6.897737,6.78023,2.514543,19.2,1.012667,22.88,35.2208,-1.233,33.9167,24.43,23.98,22.92,5999,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-1.176179336346499,1.3857462949743362,1.405894637951918,1.1918456539976523,1.425314851098678,2.7705840201596543,2000-01-01 15:58:34,2024-10-10 15:58:34.567,44.65902897,-1.19452184,280.1,77.0,
3.93,7.098537,-6.772398,2.523022,20.17,-6.897737,6.78023,2.514543,19.2,1.012667,22.88,35.2208,-1.233,33.9167,24.43,23.98,22.92,5999,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-1.176179336346499,1.3857462949743362,1.405894637951918,1.1918456539976523,1.425314851098678,2.7705840201596543,2000-01-01 15:58:34,2024-10-10 15:58:34.667,44.65902897,-1.19452184,280.1,77.0,
3.93,7.098537,-6.772398,2.523022,20.17,-6.897737,6.78023,2.514543,19.2,1.012667,22.88,35.2208,-1.233,33.9167,24.43,23.98,22.92,5999,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-1.176179336346499,1.3857462949743362,1.405894637951918,1.1918456539976523,1.425314851098678,2.7705840201596543,2000-01-01 15:58:34,2024-10-10 15:58:34.767,44.65902897,-1.19452184,280.1,77.0,
3.93,7.098537,-6.772398,2.523022,20.17,-6.897737,6.78023,2.514543,19.2,1.012667,22.88,35.2208,-1.233,33.9167,24.43,23.98,22.92,5999,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-1.176179336346499,1.3857462949743362,1.405894637951918,1.1918456539976523,1.425314851098678,2.7705840201596543,2000-01-01 15:58:34,2024-10-10 15:58:34.867,44.65902897,-1.19452184,280.1,77.0,
3.93,7.098537,-6.772398,2.523022,20.17,-6.897737,6.78023,2.514543,19.2,1.012667,22.88,35.2208,-1.233,33.9167,24.43,23.98,22.92,5999,44.658989,-1.194574,50.3,0.0,15,58,34,9.2,,-1.176179336346499,1.3857462949743362,1.405894637951918,1.1918456539976523,1.425314851098678,2.7705840201596543,2000-01-01 15:58:34,2024-10-10 15:58:34.967,44.65902897,-1.19452184,280.1,77.0,
3.94,3.615404,-6.731451,4.34444,20.17,-3.762986,6.85579,4.831079,19.2,1.012624,22.88,27.2292,0.417,28.6917,24.49,23.98,22.95,6507,44.658985,-1.194579,51.1,0.0,15,58,35,9.2,,0.3978001706457678,0.8058968087543449,0.837612708646131,1.1917950456899638,0.84920103444471,1.650710938795005,2000-01-01 15:58:35,2024-10-10 15:58:35.067,44.65902897,-1.19452184,280.1,77.0,
3.94,3.615404,-6.731451,4.34444,20.17,-3.762986,6.85579,4.831079,19.2,1.012624,22.88,27.2292,0.417,28.6917,24.49,23.98,22.95,6507,44.658985,-1.194579,51.1,0.0,15,58,35,9.2,,0.3978001706457678,0.8058968087543449,0.837612708646131,1.1917950456899638,0.84920103444471,1.650710938795005,2000-01-01 15:58:35,2024-10-10 15:58:35.167,44.65903928,-1.19453465,267.7,77.0,
3.94,5.61443,-7.755902,1.869997,20.17,-5.368492,7.685875,2.284166,19.2,1.012591,22.89,31.4958,-3.117,22.3917,24.48,23.98,22.92,7016,44.658985,-1.194579,51.1,0.0,15,58,35,9.2,,-2.9735816336507037,2.203367231530128,2.2068823413847065,1.1917159501622248,2.2374886859371035,4.349320007271979,2000-01-01 15:58:35,2024-10-10 15:58:35.067,44.65902897,-1.19452184,280.1,77.0,
3.94,5.61443,-7.755902,1.869997,20.17,-5.368492,7.685875,2.284166,19.2,1.012591,22.89,31.4958,-3.117,22.3917,24.48,23.98,22.92,7016,44.658985,-1.194579,51.1,0.0,15,58,35,9.2,,-2.9735816336507037,2.203367231530128,2.2068823413847065,1.1917159501622248,2.2374886859371035,4.349320007271979,2000-01-01 15:58:35,2024-10-10 15:58:35.167,44.65903928,-1.19453465,267.7,77.0,
